,title,url,rating,no_ratings,desc,price
656,Day Trip WakaSailing Cruise to Lembongan Island,/AttractionProductReview-g469404-d15340676-Day_Trip_WakaSailing_Cruise_to_Lembongan_Island-Seminyak_Kuta_District_Bali.html,5,0,Bali is a wonderful tropical paradise with gorgeous sea. Bali Wakasailing Catamaran is here to invite you to a romantic sailing activity. Board the luxury Bali catamaran and sail with comfort and luxury to Nusa Bay,"7,051.82"
657,Bali Rafting Ayung River Ubud combine Bali ATV Kuber,/AttractionProductReview-g469404-d17533542-Bali_Rafting_Ayung_River_Ubud_combine_Bali_ATV_Kuber-Seminyak_Kuta_District_Bali.html,4,0,"Bali Rafting and ATV Ride Packages offer amazing double activities between 2 hours rafting in Ayung River and 2 hours ATV Ride through the waterfall, slide down hills, ride through a cave, and picturesque panorama","3,656.50"
658,Flying Fox and White-Water Rafting Adventure in Bali,/AttractionProductReview-g608496-d11480919-Flying_Fox_and_White_Water_Rafting_Adventure_in_Bali-Tabanan_Bali.html,5,0,Get your adrenaline rush on Bali with this combo tour that includes a zipline and white-water rafting adventure. Zip down a 'flying fox' to the river then paddle along 8 miles (14 km) during a 2-hour journey,"2,350.61"
659,Private Jakarta Wonderful Tour with Lunch and Travel Insurance,/AttractionProductReview-g294229-d15304191-Private_Jakarta_Wonderful_Tour_with_Lunch_and_Travel_Insurance-Jakarta_Java.html,5,0,"Explore Jakarta and visit its main attractions on this all-day private tour with a guide. The itinerary includes the Indonesia Miniature Park where you can learn about Indonesia's individual regions, Merdeka Square","3,499.79"
660,The Edge Bali Spa,/AttractionProductReview-g1219108-d15534866-The_Edge_Bali_Spa-Ungasan_Nusa_Dua_Peninsula_Bali.html,5,0,A luxury and relaxing spa treatment is perfect to relieve the stiffness of your muscle after the tiring Bali tours. The Edge Spa offers you a new Bali spa experience. While indulging yourself to enjoy their,"3,917.68"
661,Singapore to Batam:Exclusive Batam Tour (include Lunch & Ferry Rides),/AttractionProductReview-g294265-d15658549-Singapore_to_Batam_Exclusive_Batam_Tour_include_Lunch_Ferry_Rides-Singapore.html,5,0,"Many visitors, and even local Singaporeans, forget that Indonesia is right on the Lion City’s doorstep. Just an hour across the water, Batam is the ideal destination for a quick getaway or a short side-trip to tack","4,390.04"
662,Jumping Sliding at Aling-aling waterfall with hotel transfer,/AttractionProductReview-g469404-d16642958-Jumping_Sliding_at_Aling_aling_waterfall_with_hotel_transfer-Seminyak_Kuta_Distric.html,5,0,"You probably have heard about sliding or jumping at Aling-Aling waterfall. Despite the name, the jump and slide take place in various waterfalls. In Kroya waterfall, you will see this natural sliding path. If you","1,347.68"
663,Twin Package Water Sport Parasailing and Self drive Jet Ski,/AttractionProductReview-g1380108-d15526717-Twin_Package_Water_Sport_Parasailing_and_Self_drive_Jet_Ski-Pecatu_Nusa_Dua_Penin.html,5,0,Experience the thrill of parasailing and jet skiing while enjoying the beautiful sea and sheltered coastline off Nusa Dua. Get a bird’s-eye view of Bali as you’re pulled high behind the back of a boat while,"3,134.14"
664,An Evening of Bali Traditional Dance,/AttractionProductReview-g608496-d11449409-An_Evening_of_Bali_Traditional_Dance-Tabanan_Bali.html,3.5,0,"Get the perfect introduction to Bali’s rich culture at this evening show, featuring three of the island’s most famous dances. See the “sanghyang” trance dance, where a spirit traditionally possesses the dancer;","1,820.41"
665,Half-day tour : Tanah Lot Sunset Tour,/AttractionProductReview-g608496-d15658104-Half_day_tour_Tanah_Lot_Sunset_Tour-Tabanan_Bali.html,4.5,0,"Watch the sunset from one of the top spots on Bali during this tour to Tanah Lot Temple, which boasts a location right on the island’s rocky coast. You’ll have great photo ops of the temple and ocean, plus see Taman",522.36
666,ATV-Quad Bike - Water Rafting - Tegenungan Waterfall - Free WiFi on...,/AttractionProductReview-g469404-d16741807-ATV_Quad_Bike_Water_Rafting_Tegenungan_Waterfall_Free_WiFi_on_Board-Seminyak_Kuta_.html,5,0,"High recommended for your amazing experience Fun adventuring ubud, get wet and enjoy a new experience of ATV quad bike tailored with best rafting sensation in Ayung River, complimentary breakfast and lunch will let","2,402.84"
667,Bali Most Iconic Instagram Spots,/AttractionProductReview-g608496-d16753072-Bali_Most_Iconic_Instagram_Spots-Tabanan_Bali.html,5,0,"Visit the most Iconic Instagram spots in one day (temple, waterfall, and swing). Try the most unique coffee from the cat call luwak and learn its made.","2,350.61"
668,Bali - Monkey Forest - Rice Terrace - Waterfall - Coffee and Temple...,/AttractionProductReview-g469404-d17566212-Bali_Monkey_Forest_Rice_Terrace_Waterfall_Coffee_and_Temple_Tour-Seminyak_Kuta_Dis.html,5,0,This private sightseeing tour is perfect for travellers who's looking to make the most of their time in Bali and let you tick off the majority of Bali's highlights in just one day. This full-day excursion is,809.65
669,One Day Nusa Penida Island East,/AttractionProductReview-g12948593-d15766468-One_Day_Nusa_Penida_Island_East-Ped_Nusa_Penida_Bali.html,5,0,"Explore amazing sights mоrе сhаllеngіng destination in the eastern side. Fаѕсіnаtіng and mоѕt visited ѕроtѕ lіkе Atuh bеасh, Diamond Stone аnd Thоuѕаnd Iѕlаndѕ or Molenteng Trее Hоuѕе, Teletubbies Hill аrе a muѕt","1,828.25"
670,Bali Activities - ATV Rides Bali,/AttractionProductReview-g608496-d15750912-Bali_Activities_ATV_Rides_Bali-Tabanan_Bali.html,5,0,"ATV RIDE : NOW WE ARE THE BEST, THE LONGESTAND THE MOST SPECTACULAR ATV TREK IN BALI.QUAD / ATV RIDE provides you a great opportunity to explore and get closer to the beauty of Bali nature and its rural areas. Let’s","3,447.56"
671,Admission Ticket Bali Zoo Park,/AttractionProductReview-g608496-d17525371-Admission_Ticket_Bali_Zoo_Park-Tabanan_Bali.html,5,0,Special offer for Admission Tickets and get the easiest way to get into the Bali Zoo Park. Bali zoo was established as a place of recreation and conservation and breeding of endangered species.,"1,358.13"
672,Bali Treetop Adventure Park Admission,/AttractionProductReview-g294226-d12990393-Bali_Treetop_Adventure_Park_Admission-Bali.html,4.5,0,"During peak season in particular, Bali Treetop Adventure Park can get busy. So don’t travel all the way to Bedugul without a confirmed ticket. Book in advance for this popular zipline adventure park with 95","1,305.89"
673,Ubud White-Water Rafting Including Private Return Transport,/AttractionProductReview-g469404-d15090316-Ubud_White_Water_Rafting_Including_Private_Return_Transport-Seminyak_Kuta_District.html,5,0,Pair white-water thrills with countryside chill as you raft Bali’s beautiful Ayung River. Leave Bali’s toxic traffic to your private driver and relax as you travel direct from your door to the rafting site. Here,"1,828.25"
674,Small-Group Batur Caldera Trekking And Natural Hot Spring Tour,/AttractionProductReview-g294226-d12174317-Small_Group_Batur_Caldera_Trekking_And_Natural_Hot_Spring_Tour-Bali.html,4,0,"The active volcano of Mt. Batur is one of Bali’s most popular hikes, but you don’t have to scale the summit to enjoy the dramatic landscapes. Instead, take an easy hike around the caldera on this small-group","3,134.14"
675,Jungle Swing - Volcano - Water Temple - Monkey Forest and Waterfall...,/AttractionProductReview-g608496-d17565548-Jungle_Swing_Volcano_Water_Temple_Monkey_Forest_and_Waterfall_Tour-Tabanan_Bali.html,4.5,0,"Enjoy best of Bali has to offer on this full-day private tour. Experience Jungle Swing Ride, Tegenungan Waterfall, Tirta Empul ""Water Temple"", Coffee Plantation, Mt. Batur Volcano view and Monkey Forest Sanctuary.",825.85
676,Private Full Day Trip In Penida-Visit-Angel's...,/AttractionProductReview-g1380108-d15008734-Private_Full_Day_Trip_In_Penida_Visit_Angel_s_Billabong_Broken_Klingking_Beach-Pe.html,5,0,Enjoy the freedom of independent travel without risking life and limb on Penida Island’s narrow roads on this full-day tour. Sit back and relax as your private driver/guide chauffeurs you to three of Nusa Penida’s,"4,648.98"
677,ONE DAY NUSA PENIDA ISLAND TOURS,/AttractionProductReview-g12948593-d17348555-ONE_DAY_NUSA_PENIDA_ISLAND_TOURS-Ped_Nusa_Penida_Bali.html,5,0,"This tour is unique and most popular in Bali. Nusa penida is a small island,but very unique, there are many interesting view will see here. likes kelingking beach,angel billabong,broken beach and crystal bay. those","3,656.50"
678,Bali Ubud Ayung River Tubing,/AttractionProductReview-g608496-d15600450-Bali_Ubud_Ayung_River_Tubing-Tabanan_Bali.html,5,0,"Have you ever tried river rafting Bali before? If you have, you might want to try this brand-new activity. Challenge your adrenaline with Ubud Ayung River Tubing. Different from rafting, by tubing you're supposed to","3,134.14"
679,Day Tour - Golden Sunrise Mount Bromo via Malang,/AttractionProductReview-g297715-d16810113-Day_Tour_Golden_Sunrise_Mount_Bromo_via_Malang-Surabaya_East_Java_Java.html,5,0,"This trip is perfect for a short trip to Mount Bromo. Starting in Malang and heading east by 4X4WD Toyota Jeep Hardtop, guests will cover a lot of mountain road and adventure trail. This is best-selling trip for","2,193.38"
680,Bali Fast Track,/AttractionProductReview-g294226-d17182208-Bali_Fast_Track-Bali.html,4,0,Bali Fast Track assists guest who demand for VIP VOA arrival needs! Our service will eliminate your having to queue up for your VOA (Visa on Arrival) and immigration clearance .After greeting the customer off the,"1,567.07"
681,Lempuyang Temple Tirta Gangga Taman Ujung East Bali Private Tour...,/AttractionProductReview-g469404-d13375584-Lempuyang_Temple_Tirta_Gangga_Taman_Ujung_East_Bali_Private_Tour_Free_WiFi-Seminya.html,5,0,"On the east side of Bali, temples and landmarks are dazzling yet dispersed. Travel between three of Bali’s top attractions—Mount Agung, Tirta Gangga Water Palace, and Lempuyang Temple—without the worry of getting",626.83
682,Bintan Sand Dunes & Blue Lakes,/AttractionProductReview-g294225-d16910745-Bintan_Sand_Dunes_Blue_Lakes-Indonesia.html,4.5,0,"The sand dunes that look like the desert is one of the picturesque spots for tourists in Bintan Island. Although seems to be naturally made, the sand dunes are the result of mining excavation after the ban on sand","2,069.53"
683,Balinese Life Style Tour,/AttractionProductReview-g608496-d17553209-Balinese_Life_Style_Tour-Tabanan_Bali.html,5,0,We will show you in this tour the real balinese life style with profesional english speaking driver and has experience more than 20 years,"1,671.54"
684,Private Arrival Transfer: Denpasar International Airport to Nusa Dua...,/AttractionProductReview-g1219108-d11475779-Private_Arrival_Transfer_Denpasar_International_Airport_to_Nusa_Dua_Area-Ungasan_.html,5,0,Experience a hassle-free arrival at Denpasar International Airport thanks to this private transfer service to Bali’s Nusa Dua area. Rendezvous with your attentive driver at your arrival gate and then sit back and,783.54
685,Penang Island Discovery Morning Tour,/AttractionProductReview-g635527-d11449718-Penang_Island_Discovery_Morning_Tour-Batu_Ferringhi_Penang_Island_Penang.html,5,0,Experience the beauty of the “Pearl of the Orient” on this Penang Island Discovery Morning Tour. Venture to the sandy shores and picturesque countryside as you make your way through some of the area’s most,"1,253.66"
686,Lembongan Day Cruises on Bali Hai Luxury Catamaran,/AttractionProductReview-g469404-d17618372-Lembongan_Day_Cruises_on_Bali_Hai_Luxury_Catamaran-Seminyak_Kuta_District_Bali.html,1,0,Make an unforgetable fancy trip with your beloved one by cruising with Bali Hai Cruise. It offers an interesting trip to a beautiful Nusa Lembongan Island. It will be a great cruising adventure for you. Enjoy the,"7,313.00"
687,Mount Fuji & Lake Kawaguchi Day Trip (Tokyo) – Full Day,/AttractionProductReview-g298184-d17777248-Mount_Fuji_Lake_Kawaguchi_Day_Trip_Tokyo_Full_Day-Tokyo_Tokyo_Prefecture_Kanto.html,5,0,"● Discover the Unesco World Heritage listed Mt Fuji, Japan’s highest mountain and most iconic sight● Visit Lake Kawaguchiko for spectacular views reflected across the calm surface● Explore the village of Oshino","3,917.68"
688,Bali Luxury Spa,/AttractionProductReview-g469404-d17633768-Bali_Luxury_Spa-Seminyak_Kuta_District_Bali.html,5,0,"* Firts we will pick you up in your Hotel depen of the time you requast.* When we arrive in our location You have wellcome DrinkHerbal, lemon, and ginger teas are natural medicines. They relax or stimulate, soothe","2,089.43"
689,A DAY IN KOMODO,/AttractionProductReview-g15240293-d17617616-A_DAY_IN_KOMODO-Liang_Ndara_East_Nusa_Tenggara.html,5,0,"Within the same day, discover some of the highlights of the park such as Padar Island, Pink beach, Kanawa Island, Taka Makassar and of course Komodo island with its lizards.","5,745.93"
690,Mount Bromo Sunrise Tour - From Surabaya,/AttractionProductReview-g297715-d17809658-Mount_Bromo_Sunrise_Tour_From_Surabaya-Surabaya_East_Java_Java.html,5,0,"We are a Certificate of Excellence Recipient by Trip Advisor. This means that we are in the top tier of tour operators in this region. We have done over 10,000 trips for this tour and have been operating for more","2,822.09"
691,"Trunyan, The Village of Skull & Mount Batur Black Lava Day Tour",/AttractionProductReview-g608496-d17681339-Trunyan_The_Village_of_Skull_Mount_Batur_Black_Lava_Day_Tour-Tabanan_Bali.html,5,0,"If you are looking for something different to do on your visit to Bali, you must try this unique tour. During this Batur Volcano Tour, Black Lava and Trunyan The Village of Skull Tour, you will be guided to enjoy","3,656.50"
692,Kawah Putih From Bandung City,/AttractionProductReview-g297704-d17772221-Kawah_Putih_From_Bandung_City-Bandung_West_Java_Java.html,5,0,"Visit Kawah Putih, a stunning volcanic crater lake located about 50 kilometers south of BandungKawah Putih is one of the two craters that make up Mount Patuha, a majestic twin stratovolcanoRefresh and relax your","1,984.96"
